TAGID,wave,session_date
TAG035,wave_1_scheduling_arm_1,2016-01-29
TAG035,wave_2_scheduling_arm_1,2017-08-04
TAG035,wave_3_scheduling_arm_1,2019-01-31
TAG036,wave_1_scheduling_arm_1,2016-03-23
TAG036,wave_2_scheduling_arm_1,2018-01-22
TAG036,wave_3_scheduling_arm_1,2019-07-23
TAG037,wave_1_scheduling_arm_1,2016-02-05
TAG037,wave_2_scheduling_arm_1,2017-09-19
TAG037,sos_arm_1,2020-03-22
TAG037,wave_3_scheduling_arm_1,2019-03-28
TAG037,wave_4_scheduling_arm_1,2021-02-04
TAG038,wave_1_scheduling_arm_1,2016-07-26
TAG038,wave_2_scheduling_arm_1,2018-03-02
TAG038,sos_arm_1,2018-09-30
TAG038,wave_3_scheduling_arm_1,2019-08-08
TAG039,wave_1_scheduling_arm_1,2016-02-11
TAG040,wave_1_scheduling_arm_1,2016-09-14
TAG040,wave_2_scheduling_arm_1,2018-03-26
TAG040,sos_arm_1,2019-02-16
TAG040,wave_3_scheduling_arm_1,2019-09-25
TAG041,wave_1_scheduling_arm_1,2016-04-06
TAG041,wave_2_scheduling_arm_1,2017-11-13
TAG041,sos_arm_1,2020-02-15
TAG041,wave_3_scheduling_arm_1,2019-05-13
TAG041,wave_4_scheduling_arm_1,2021-06-11
TAG042,wave_1_scheduling_arm_1,2016-03-21
TAG042,wave_2_scheduling_arm_1,2018-01-22
TAG042,wave_3_scheduling_arm_1,2019-07-30
TAG042,wave_4_scheduling_arm_1,2021-09-26
TAG044,wave_1_scheduling_arm_1,2016-03-12
TAG044,wave_2_scheduling_arm_1,2017-10-10
TAG044,wave_3_scheduling_arm_1,2019-04-17
TAG044,wave_4_scheduling_arm_1,2021-06-24
TAG045,wave_1_scheduling_arm_1,2016-02-28
TAG045,wave_2_scheduling_arm_1,2017-11-10
TAG045,sos_arm_1,2019-02-02
TAG045,wave_3_scheduling_arm_1,2019-07-16
TAG046,wave_1_scheduling_arm_1,2016-08-31
TAG046,wave_2_scheduling_arm_1,2018-03-15
TAG046,sos_arm_1,2018-10-14
TAG046,wave_3_scheduling_arm_1,2019-09-27
TAG046,wave_4_scheduling_arm_1,2021-09-21
TAG047,wave_1_scheduling_arm_1,2016-08-31
TAG047,wave_2_scheduling_arm_1,2018-03-15
TAG047,sos_arm_1,2018-10-14
TAG047,wave_3_scheduling_arm_1,2019-09-18
TAG047,wave_4_scheduling_arm_1,2021-09-24
TAG048,wave_1_scheduling_arm_1,2016-11-12
TAG048,wave_2_scheduling_arm_1,2018-06-02
TAG048,sos_arm_1,2019-03-09
TAG048,wave_3_scheduling_arm_1,2019-11-30
TAG049,wave_1_scheduling_arm_1,2016-08-21
TAG049,wave_2_scheduling_arm_1,2018-02-22
TAG049,wave_3_scheduling_arm_1,2019-08-26
TAG049,wave_4_scheduling_arm_1,2021-06-16
TAG050,wave_1_scheduling_arm_1,2016-03-18
TAG050,wave_2_scheduling_arm_1,2017-10-27
TAG050,sos_arm_1,2018-11-11
TAG050,wave_3_scheduling_arm_1,2019-04-15
TAG050,wave_4_scheduling_arm_1,2021-03-04
TAG051,wave_1_scheduling_arm_1,2016-02-24
TAG051,wave_2_scheduling_arm_1,2017-09-22
TAG051,wave_3_scheduling_arm_1,2019-03-29
TAG052,wave_1_scheduling_arm_1,2016-02-27
TAG052,wave_2_scheduling_arm_1,2017-10-13
TAG052,sos_arm_1,2020-03-29
TAG052,wave_3_scheduling_arm_1,2019-07-19
TAG052,wave_4_scheduling_arm_1,2021-09-09
TAG053,wave_1_scheduling_arm_1,2016-05-10
TAG053,wave_2_scheduling_arm_1,2017-11-17
TAG053,sos_arm_1,2018-12-19
TAG053,wave_3_scheduling_arm_1,2019-05-31
TAG054,wave_1_scheduling_arm_1,2016-03-23
TAG054,wave_2_scheduling_arm_1,2017-10-20
TAG054,wave_3_scheduling_arm_1,2019-06-07
TAG055,wave_1_scheduling_arm_1,2016-03-02
TAG055,wave_2_scheduling_arm_1,2017-09-27
TAG055,sos_arm_1,2020-03-01
TAG055,wave_3_scheduling_arm_1,2019-04-29
TAG056,wave_1_scheduling_arm_1,2016-07-27
TAG056,wave_2_scheduling_arm_1,2018-02-23
TAG056,wave_3_scheduling_arm_1,2019-08-21
TAG057,wave_1_scheduling_arm_1,2016-03-07
TAG057,wave_2_scheduling_arm_1,2017-09-21
TAG057,sos_arm_1,2018-10-27
TAG057,wave_3_scheduling_arm_1,2019-03-26
TAG057,wave_4_scheduling_arm_1,2021-01-19
TAG058,wave_1_scheduling_arm_1,2016-03-04
TAG058,wave_2_scheduling_arm_1,2017-11-02
TAG058,wave_3_scheduling_arm_1,2019-05-09
TAG058,wave_4_scheduling_arm_1,2021-06-08
TAG059,wave_1_scheduling_arm_1,2016-04-29
TAG059,wave_2_scheduling_arm_1,2017-11-22
TAG059,sos_arm_1,2018-12-23
TAG059,wave_3_scheduling_arm_1,2019-06-20
TAG060,wave_1_scheduling_arm_1,2016-03-12
TAG060,wave_2_scheduling_arm_1,2017-10-07
TAG060,sos_arm_1,2019-01-03
TAG060,wave_3_scheduling_arm_1,2019-04-11
TAG060,wave_4_scheduling_arm_1,2021-06-09
TAG062,wave_1_scheduling_arm_1,2016-07-18
TAG062,wave_2_scheduling_arm_1,2018-02-19
TAG062,sos_arm_1,2019-01-04
TAG062,wave_3_scheduling_arm_1,2019-08-26
TAG062,wave_4_scheduling_arm_1,2021-06-15
TAG063,wave_1_scheduling_arm_1,2016-07-02
TAG064,wave_1_scheduling_arm_1,2016-04-05
TAG064,wave_2_scheduling_arm_1,2017-11-08
TAG064,wave_3_scheduling_arm_1,2019-05-22
TAG065,wave_1_scheduling_arm_1,2016-04-05
TAG065,wave_2_scheduling_arm_1,2017-11-13
TAG065,wave_3_scheduling_arm_1,2019-06-04
TAG065,wave_4_scheduling_arm_1,2021-08-18
TAG066,wave_1_scheduling_arm_1,2016-04-23
TAG066,wave_2_scheduling_arm_1,2017-11-19
TAG066,wave_3_scheduling_arm_1,2019-06-22
TAG067,wave_1_scheduling_arm_1,2016-04-23
TAG067,wave_2_scheduling_arm_1,2017-08-23
TAG067,wave_3_scheduling_arm_1,2019-03-26
TAG068,wave_1_scheduling_arm_1,2016-11-23
TAG068,wave_2_scheduling_arm_1,2018-07-09
TAG068,sos_arm_1,2019-03-03
TAG068,wave_3_scheduling_arm_1,2019-12-02
TAG069,wave_1_scheduling_arm_1,2016-04-30
TAG069,wave_2_scheduling_arm_1,2017-10-21
TAG069,sos_arm_1,2020-02-29
TAG069,wave_3_scheduling_arm_1,2019-04-13
TAG069,wave_4_scheduling_arm_1,2021-02-23
TAG070,wave_1_scheduling_arm_1,2016-05-06
TAG070,wave_2_scheduling_arm_1,2018-02-02
TAG070,wave_3_scheduling_arm_1,2019-10-28
TAG071,wave_1_scheduling_arm_1,2016-08-15
TAG071,wave_2_scheduling_arm_1,2018-02-26
TAG071,wave_3_scheduling_arm_1,2019-08-23
TAG071,wave_4_scheduling_arm_1,2021-08-04
TAG072,wave_1_scheduling_arm_1,2017-05-12
TAG072,wave_2_scheduling_arm_1,2018-11-09
TAG072,wave_3_scheduling_arm_1,2021-03-13
TAG073,wave_1_scheduling_arm_1,2016-06-21
TAG073,wave_2_scheduling_arm_1,2017-11-27
TAG073,wave_3_scheduling_arm_1,2019-12-30
TAG074,wave_1_scheduling_arm_1,2017-09-15
TAG074,wave_2_scheduling_arm_1,2019-03-18
TAG074,sos_arm_1,2019-10-19
TAG074,wave_3_scheduling_arm_1,2021-06-21
TAG075,wave_1_scheduling_arm_1,2016-08-08
TAG075,wave_2_scheduling_arm_1,2018-04-21
TAG075,wave_3_scheduling_arm_1,2019-10-17
TAG076,wave_1_scheduling_arm_1,2016-08-10
TAG076,wave_2_scheduling_arm_1,2018-03-07
TAG076,sos_arm_1,2019-01-13
TAG076,wave_3_scheduling_arm_1,2019-09-05
TAG076,wave_4_scheduling_arm_1,2021-09-28
TAG077,wave_1_scheduling_arm_1,2017-07-26
TAG077,wave_2_scheduling_arm_1,2019-01-24
TAG077,sos_arm_1,2019-08-23
TAG077,wave_3_scheduling_arm_1,2021-04-21
TAG078,wave_1_scheduling_arm_1,2016-10-08
TAG078,wave_2_scheduling_arm_1,2018-04-26
TAG078,wave_3_scheduling_arm_1,2019-10-29
TAG079,wave_1_scheduling_arm_1,2016-07-16
TAG079,wave_2_scheduling_arm_1,2018-05-15
TAG080,wave_1_scheduling_arm_1,2017-01-13
TAG080,wave_2_scheduling_arm_1,2018-06-23
TAG080,sos_arm_1,2019-03-29
TAG080,wave_3_scheduling_arm_1,2019-12-30
TAG081,wave_1_scheduling_arm_1,2017-07-03
TAG081,wave_2_scheduling_arm_1,2019-02-09
TAG081,sos_arm_1,2019-08-09
TAG083,wave_1_scheduling_arm_1,2017-11-02
TAG084,wave_1_scheduling_arm_1,2016-05-21
TAG084,wave_2_scheduling_arm_1,2017-11-22
TAG084,sos_arm_1,2018-11-04
TAG084,wave_3_scheduling_arm_1,2019-06-26
TAG084,wave_4_scheduling_arm_1,2021-08-25
TAG085,wave_1_scheduling_arm_1,2016-06-27
TAG085,wave_2_scheduling_arm_1,2018-01-12
TAG085,sos_arm_1,2019-01-06
TAG085,wave_3_scheduling_arm_1,2019-07-18
TAG085,wave_4_scheduling_arm_1,2021-08-31
TAG086,wave_1_scheduling_arm_1,2016-05-25
TAG086,wave_2_scheduling_arm_1,2017-11-19
TAG086,sos_arm_1,2018-12-09
TAG086,wave_3_scheduling_arm_1,2019-07-01
TAG086,wave_4_scheduling_arm_1,2021-08-10
TAG087,wave_1_scheduling_arm_1,2017-10-26
TAG087,wave_2_scheduling_arm_1,2019-05-03
TAG087,sos_arm_1,2019-08-22
TAG087,wave_3_scheduling_arm_1,2021-05-26
TAG088,wave_1_scheduling_arm_1,2016-07-05
TAG088,wave_2_scheduling_arm_1,2018-03-19
TAG088,wave_3_scheduling_arm_1,2019-10-12
TAG089,wave_1_scheduling_arm_1,2016-05-27
TAG089,wave_2_scheduling_arm_1,2017-11-17
TAG089,sos_arm_1,2018-12-08
TAG089,wave_3_scheduling_arm_1,2019-05-28
TAG089,wave_4_scheduling_arm_1,2021-07-19
TAG090,wave_1_scheduling_arm_1,2016-06-22
TAG090,wave_2_scheduling_arm_1,2017-12-04
TAG090,wave_3_scheduling_arm_1,2019-07-09
TAG090,wave_4_scheduling_arm_1,2021-08-19
TAG091,wave_1_scheduling_arm_1,2017-01-11
TAG091,wave_2_scheduling_arm_1,2018-08-18
TAG093,wave_1_scheduling_arm_1,2016-05-28
TAG093,wave_2_scheduling_arm_1,2018-02-13
TAG093,wave_3_scheduling_arm_1,2019-08-22
TAG093,wave_4_scheduling_arm_1,2021-06-14
TAG094,wave_1_scheduling_arm_1,2016-05-21
TAG094,wave_2_scheduling_arm_1,2017-11-20
TAG094,wave_3_scheduling_arm_1,2019-05-21
TAG094,wave_4_scheduling_arm_1,2021-07-14
TAG095,wave_1_scheduling_arm_1,2017-06-16
TAG095,wave_2_scheduling_arm_1,2018-11-08
TAG095,wave_3_scheduling_arm_1,2020-11-15
TAG097,wave_1_scheduling_arm_1,2016-09-25
TAG098,wave_1_scheduling_arm_1,2016-09-27
TAG098,wave_2_scheduling_arm_1,2018-03-30
TAG098,wave_3_scheduling_arm_1,2019-12-23
TAG099,wave_1_scheduling_arm_1,2016-12-01
TAG099,wave_2_scheduling_arm_1,2018-07-19
TAG099,wave_3_scheduling_arm_1,2020-01-30
TAG100,wave_1_scheduling_arm_1,2016-06-06
TAG100,wave_2_scheduling_arm_1,2018-03-13
TAG100,wave_3_scheduling_arm_1,2019-11-20
TAG101,wave_1_scheduling_arm_1,2017-01-28
TAG101,wave_2_scheduling_arm_1,2018-09-10
TAG101,sos_arm_1,2019-06-08
TAG101,wave_3_scheduling_arm_1,2021-01-25
TAG102,wave_1_scheduling_arm_1,2016-08-24
TAG102,wave_2_scheduling_arm_1,2018-03-27
TAG102,sos_arm_1,2019-10-27
TAG102,wave_3_scheduling_arm_1,2019-11-18
TAG103,wave_1_scheduling_arm_1,2017-01-27
TAG103,wave_2_scheduling_arm_1,2018-08-25
TAG103,sos_arm_1,2019-05-25
TAG103,wave_3_scheduling_arm_1,2021-02-03
TAG104,wave_1_scheduling_arm_1,2016-08-16
TAG104,wave_2_scheduling_arm_1,2018-03-21
TAG104,wave_3_scheduling_arm_1,2019-09-11
TAG104,wave_4_scheduling_arm_1,2021-10-04
TAG105,wave_1_scheduling_arm_1,2016-09-17
TAG105,wave_2_scheduling_arm_1,2018-03-28
TAG105,wave_3_scheduling_arm_1,2020-01-28
TAG105,wave_4_scheduling_arm_1,2021-09-11
TAG106,wave_1_scheduling_arm_1,2017-06-21
TAG106,wave_2_scheduling_arm_1,2018-11-16
TAG106,sos_arm_1,2019-06-02
TAG106,wave_3_scheduling_arm_1,2021-02-16
TAG107,wave_1_scheduling_arm_1,2017-02-20
TAG107,wave_2_scheduling_arm_1,2018-10-12
TAG108,wave_1_scheduling_arm_1,2016-08-04
TAG109,wave_1_scheduling_arm_1,2016-10-07
TAG110,wave_1_scheduling_arm_1,2017-07-14
TAG110,wave_2_scheduling_arm_1,2018-12-11
TAG110,sos_arm_1,2019-08-15
TAG110,wave_3_scheduling_arm_1,2021-04-14
TAG111,wave_1_scheduling_arm_1,2016-10-14
TAG111,wave_2_scheduling_arm_1,2018-06-25
TAG111,wave_3_scheduling_arm_1,2020-02-03
TAG112,wave_1_scheduling_arm_1,2017-01-28
TAG112,wave_2_scheduling_arm_1,2018-07-31
TAG112,wave_3_scheduling_arm_1,2019-01-31
TAG113,wave_1_scheduling_arm_1,2017-01-14
TAG113,wave_2_scheduling_arm_1,2018-07-03
TAG113,wave_3_scheduling_arm_1,2019-12-13
TAG114,wave_1_scheduling_arm_1,2016-09-08
TAG114,wave_2_scheduling_arm_1,2018-06-14
TAG115,wave_1_scheduling_arm_1,2017-10-19
TAG116,wave_1_scheduling_arm_1,2017-10-03
TAG116,wave_2_scheduling_arm_1,2019-05-11
TAG116,wave_3_scheduling_arm_1,2021-05-07
TAG117,wave_1_scheduling_arm_1,2016-12-12
TAG117,wave_2_scheduling_arm_1,2018-06-19
TAG117,wave_3_scheduling_arm_1,2019-12-04
TAG119,wave_1_scheduling_arm_1,2016-07-05
TAG119,wave_2_scheduling_arm_1,2018-03-23
TAG119,wave_3_scheduling_arm_1,2019-09-24
TAG120,wave_1_scheduling_arm_1,2017-09-05
TAG120,wave_2_scheduling_arm_1,2019-04-09
TAG120,sos_arm_1,2019-08-08
TAG120,wave_3_scheduling_arm_1,2020-12-23
TAG122,wave_1_scheduling_arm_1,2017-09-29
TAG122,wave_2_scheduling_arm_1,2019-04-02
TAG122,sos_arm_1,2019-10-05
TAG122,wave_3_scheduling_arm_1,2020-12-06
TAG124,wave_1_scheduling_arm_1,2017-11-16
TAG124,wave_2_scheduling_arm_1,2019-04-23
TAG124,sos_arm_1,2019-12-08
TAG124,wave_3_scheduling_arm_1,2021-08-05
TAG125,wave_1_scheduling_arm_1,2017-10-31
TAG125,wave_2_scheduling_arm_1,2019-05-06
TAG127,wave_1_scheduling_arm_1,2017-11-09
TAG127,wave_2_scheduling_arm_1,2019-05-30
TAG127,wave_3_scheduling_arm_1,2021-07-09
TAG130,wave_1_scheduling_arm_1,2016-09-14
TAG130,wave_2_scheduling_arm_1,2018-04-02
TAG130,wave_3_scheduling_arm_1,2019-11-04
TAG131,wave_1_scheduling_arm_1,2017-02-22
TAG131,wave_2_scheduling_arm_1,2018-08-13
TAG131,sos_arm_1,2019-04-20
TAG131,wave_3_scheduling_arm_1,2020-02-21
TAG131,wave_4_scheduling_arm_1,2021-04-14
TAG132,wave_1_scheduling_arm_1,2017-01-15
TAG132,wave_2_scheduling_arm_1,2018-08-24
TAG132,sos_arm_1,2019-03-23
TAG132,wave_3_scheduling_arm_1,2020-02-07
TAG137,wave_1_scheduling_arm_1,2016-10-23
TAG138,wave_1_scheduling_arm_1,2016-10-15
TAG138,wave_2_scheduling_arm_1,2018-05-02
TAG138,sos_arm_1,2019-03-02
TAG138,wave_3_scheduling_arm_1,2019-10-14
TAG140,wave_1_scheduling_arm_1,2016-10-28
TAG140,wave_2_scheduling_arm_1,2018-05-11
TAG140,sos_arm_1,2019-03-10
TAG140,wave_3_scheduling_arm_1,2019-10-11
TAG140,wave_4_scheduling_arm_1,2021-09-16
TAG141,wave_1_scheduling_arm_1,2016-10-23
TAG141,wave_2_scheduling_arm_1,2018-06-04
TAG141,sos_arm_1,2019-04-14
TAG141,wave_3_scheduling_arm_1,2020-02-05
TAG141,wave_4_scheduling_arm_1,2021-08-09
TAG143,wave_1_scheduling_arm_1,2016-06-08
TAG143,wave_2_scheduling_arm_1,2018-03-20
TAG143,wave_3_scheduling_arm_1,2020-03-11
TAG144,wave_1_scheduling_arm_1,2016-10-19
TAG144,wave_2_scheduling_arm_1,2018-04-25
TAG144,wave_3_scheduling_arm_1,2020-01-06
TAG144,wave_4_scheduling_arm_1,2021-01-23
TAG145,wave_1_scheduling_arm_1,2017-02-15
TAG147,wave_1_scheduling_arm_1,2018-01-29
TAG147,wave_2_scheduling_arm_1,2019-09-04
TAG147,wave_3_scheduling_arm_1,2020-12-03
TAG149,wave_1_scheduling_arm_1,2016-06-17
TAG149,wave_2_scheduling_arm_1,2017-12-04
TAG149,wave_3_scheduling_arm_1,2019-07-26
TAG149,wave_4_scheduling_arm_1,2021-09-08
TAG152,wave_1_scheduling_arm_1,2017-02-20
TAG152,wave_2_scheduling_arm_1,2018-09-14
TAG152,wave_3_scheduling_arm_1,2020-12-21
TAG155,wave_1_scheduling_arm_1,2017-10-24
TAG155,wave_2_scheduling_arm_1,2019-08-13
TAG155,wave_3_scheduling_arm_1,2021-07-26
TAG158,wave_1_scheduling_arm_1,2017-02-15
TAG159,wave_1_scheduling_arm_1,2016-06-13
TAG159,wave_2_scheduling_arm_1,2018-02-01
TAG159,wave_3_scheduling_arm_1,2019-08-09
TAG159,wave_4_scheduling_arm_1,2021-08-24
TAG160,wave_1_scheduling_arm_1,2016-07-28
TAG160,wave_2_scheduling_arm_1,2018-02-12
TAG160,sos_arm_1,2020-03-21
TAG160,wave_3_scheduling_arm_1,2019-08-08
TAG160,wave_4_scheduling_arm_1,2021-08-23
TAG164,wave_1_scheduling_arm_1,2016-06-25
TAG164,wave_2_scheduling_arm_1,2017-12-04
TAG164,sos_arm_1,2019-02-17
TAG164,wave_3_scheduling_arm_1,2019-08-16
TAG165,wave_1_scheduling_arm_1,2018-02-09
TAG166,wave_1_scheduling_arm_1,2017-08-24
TAG166,wave_2_scheduling_arm_1,2019-02-05
TAG167,wave_1_scheduling_arm_1,2016-12-30
TAG167,wave_2_scheduling_arm_1,2018-07-17
TAG167,sos_arm_1,2019-07-12
TAG167,wave_3_scheduling_arm_1,2020-01-24
TAG169,wave_1_scheduling_arm_1,2016-11-20
TAG169,wave_2_scheduling_arm_1,2018-05-22
TAG169,wave_3_scheduling_arm_1,2019-10-20
TAG170,wave_1_scheduling_arm_1,2017-08-12
TAG172,wave_1_scheduling_arm_1,2017-09-07
TAG173,wave_1_scheduling_arm_1,2017-04-17
TAG173,wave_2_scheduling_arm_1,2018-09-25
TAG173,wave_3_scheduling_arm_1,2020-12-14
TAG174,wave_1_scheduling_arm_1,2016-06-25
TAG174,wave_2_scheduling_arm_1,2018-06-19
TAG175,wave_1_scheduling_arm_1,2017-08-08
TAG175,wave_2_scheduling_arm_1,2019-06-27
TAG176,wave_1_scheduling_arm_1,2017-05-13
TAG176,wave_2_scheduling_arm_1,2018-10-20
TAG176,sos_arm_1,2019-07-22
TAG176,wave_3_scheduling_arm_1,2021-03-07
TAG177,wave_1_scheduling_arm_1,2016-10-04
TAG177,wave_2_scheduling_arm_1,2018-05-16
TAG177,sos_arm_1,2020-03-15
TAG177,wave_3_scheduling_arm_1,2019-10-18
TAG179,wave_1_scheduling_arm_1,2017-07-06
TAG179,wave_2_scheduling_arm_1,2019-01-04
TAG179,sos_arm_1,2019-08-27
TAG179,wave_3_scheduling_arm_1,2021-04-30
TAG180,wave_1_scheduling_arm_1,2017-06-24
TAG180,wave_2_scheduling_arm_1,2018-11-12
TAG180,sos_arm_1,2019-07-11
TAG180,wave_3_scheduling_arm_1,2021-02-20
TAG181,wave_1_scheduling_arm_1,2016-07-29
TAG181,wave_2_scheduling_arm_1,2018-03-14
TAG181,wave_3_scheduling_arm_1,2019-09-13
TAG184,wave_1_scheduling_arm_1,2017-06-30
TAG186,wave_1_scheduling_arm_1,2017-04-20
TAG186,wave_2_scheduling_arm_1,2018-10-23
TAG186,sos_arm_1,2019-06-23
TAG186,wave_3_scheduling_arm_1,2020-12-17
TAG188,wave_1_scheduling_arm_1,2017-08-11
TAG188,wave_2_scheduling_arm_1,2019-03-06
TAG188,sos_arm_1,2019-07-31
TAG188,wave_3_scheduling_arm_1,2021-01-14
TAG190,wave_1_scheduling_arm_1,2017-07-05
TAG190,wave_2_scheduling_arm_1,2018-11-20
TAG190,wave_3_scheduling_arm_1,2021-02-09
TAG192,wave_1_scheduling_arm_1,2017-01-19
TAG192,wave_2_scheduling_arm_1,2018-07-27
TAG192,wave_3_scheduling_arm_1,2020-02-10
TAG194,wave_1_scheduling_arm_1,2017-01-23
TAG194,wave_2_scheduling_arm_1,2018-08-08
TAG194,wave_3_scheduling_arm_1,2020-02-11
TAG200,wave_1_scheduling_arm_1,2017-08-30
TAG200,wave_2_scheduling_arm_1,2019-02-15
TAG200,sos_arm_1,2019-08-07
TAG200,wave_3_scheduling_arm_1,2021-05-13
TAG202,wave_1_scheduling_arm_1,2017-04-25
TAG202,wave_2_scheduling_arm_1,2018-10-02
TAG202,sos_arm_1,2019-06-16
TAG202,wave_3_scheduling_arm_1,2021-01-21
TAG203,wave_1_scheduling_arm_1,2018-01-05
